2,0.23038,0.49097,0.35883,-0.23097,0.090225,-0.50147,-0.33933,0.066836,0.23295,0.028326,0.2317,0.016587,0.14365,0.28534,0.071383,-1.6801,-1.6801,-1.6801,-1.6801,-1.6801,-1.6801,-1.6801,-1.6801,-1.6801,-1.6801,-1.6801,-1.6801,-1.6801,1.6601,1.6601,1.6601,1.6601,1.6601,1.6601,1.6601,1.6601,1.6601,1.6601,1.6601,1.6601,-0.16328,0.096867,-0.60353,0.25774,-0.14132,-0.29348,-0.43529,0.4091,0.87898,0.48806,0.051819,0.38952,0.30774,0.50258,0.054011,-0.23489,0.16741,0.52882,-0.26022,0.23291,0.51615,0.086857,-0.14513,-0.91454,-0.14174,0.38032,-0.38236,-0.0032941,0.44991,0.12915,-0.3133,-0.72994,0.11114,0.32361,-0.24927,0.47836,-0.2672,-0.10918,0.57008,-0.2712,0.46439,-0.3136,-0.52394,-0.15864,0.031504,-0.090676,-0.35231,0.16837,0.024811,-0.26357,-0.19797,0.22408,0.25016,-0.35094,-0.14001,-0.44532,0.43899,-0.74483,-0.0735,-0.25038,0.30119,-0.0067174,-0.023324,1.6601,1.6601,1.6601,1.6601,1.6601,1.6601,1.6601,1.6601,1.6601,-1.6801,-1.6801,-1.6801,-1.6801,-1.6801,-1.6801,-1.6801,-1.6801,0.10504,-0.26484,0.30659,-0.075228,-0.22219,0.21074,-0.25543,-0.27894
3,0.00076522,-0.34268,0.18873,-0.47936,-0.28193,0.35193,-0.36033,0.12182,-0.2855,0.085623,-0.22798,-0.18773,0.70146,0.55897,-0.12367,-0.0097016,-0.74927,0.073456,-0.061191,-0.38062,-0.02389,0.13922,0.24901,-0.10259,-0.19548,0.17119,-0.027331,-0.11469,0.4838,-0.40902,-0.15752,-0.60662,0.27475,-0.58004,0.007065,0.10997,-0.045401,-0.17785,-0.13033,-0.19091,0.065102,0.63648,-0.11926,0.30315,0.50862,0.14978,0.12519,0.73146,0.18388,0.34318,0.12592,0.23421,-0.05094,-0.089539,0.51682,-0.0035485,0.055431,-0.16603,-0.13325,-0.29474,0.086777,-0.28911,-0.11785,-0.39267,-0.12362,1.6997,1.6997,1.6997,1.6997,1.6997,1.6997,1.6997,1.6997,1.6997,1.6997,1.6997,1.6997,1.6997,-1.6999,-1.6999,-1.6999,-1.6999,-1.6999,-1.6999,-1.6999,-1.6999,-1.6999,-1.6999,-1.6999,-1.6999,-0.095597,-0.080362,-0.43231,-0.020249,-0.17343,-0.11621,-0.029407,0.4164,0.35533,-1.6999,-1.6999,-1.6999,-1.6999,-1.6999,-1.6999,-1.6999,-1.6999,1.6997,1.6997,1.6997,1.6997,1.6997,1.6997,1.6997,1.6997,-0.12937,-0.41724,0.23782,0.14847,-0.22147,-0.09035,0.60616,-0.58922,-0.18748,-0.18987,-0.6427,-0.12149,0.5259
4,0.17044,-0.018864,0.40245,-0.075797,0.15601,-0.15098,-0.17114,-0.17995,-0.10827,0.17545,0.0015978,0.019084,0.47028,-0.13347,0.48188,0.36008,0.3107,0.027312,0.35259,-0.12953,0.032227,-0.15046,-0.10048,0.027682,-0.19021,-0.27535,-0.24729,0.39611,0.6163,-0.2464,-0.14308,-0.43136,0.041542,-0.070445,0.32545,0.072435,-0.16026,0.3195,-0.23962,-0.26636,0.38141,0.25682,-0.13821,-0.53969,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,1.5647,1.5647,1.5647,1.5647,1.5647,1.5647,1.5647,1.5647,1.5647,1.5647,1.5647,1.5647,1.5647,-0.089767,0.42495,-0.058489,0.23272,-0.10372,-0.30975,0.037683,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,-1.6058,1.5647,1.5647,1.5647,1.5647,1.5647,1.5647,1.5647,1.5647,1.5647,1.5647,1.5647,-0.52742,-0.51209,0.14951,-0.28782,-0.02575,0.24541,-0.085929,0.1289,0.10732,0.55254,-0.32356,0.40764,0.10905,-0.3865,-0.42569,0.097509,-0.12202,-0.22959,0.39446,0.098403,-0.12219,-0.043269,-0.20532,0.093592,0.3461,-0.5088,-0.22052,0.25797,0.66267
4,0.24,0.7094,-0.68603,0.61586,-0.34521,-0.67712,-0.89019,-0.15006,-0.18368,-0.55548,-0.39707,0.49503,0.083856,0.11471,-0.1713,-0.26173,-0.21982,0.14744,0.044534,0.52041,0.081998,0.22904,-0.1731,0.60051,0.37282,0.18095,0.50072,0.29531,0.56408,-0.12298,-0.85456,-0.19323,0.40005,0.62852,0.43782,0.39466,0.19296,-0.51134,-0.55703,-0.10205,0.17069,-1.6504,-1.6504,-1.6504,-1.6504,-1.6504,-1.6504,-1.6504,-1.6504,-1.6504,-1.6504,-1.6504,-1.6504,1.7447,1.7447,1.7447,1.7447,1.7447,1.7447,1.7447,1.7447,1.7447,1.7447,1.7447,1.7447,-0.013326,0.33705,0.28345,-0.38304,-0.36132,0.13291,0.10997,0.12478,-0.36432,0.013584,0.10421,-0.6317,-0.37636,0.06874,-0.2017,0.31068,0.46588,0.016123,-0.35742,-0.047038,0.01881,-0.08486,0.30803,0.37497,0.094829,-0.17221,-0.096222,-0.6629,-1.6504,-1.6504,-1.6504,-1.6504,-1.6504,-1.6504,-1.6504,-1.6504,1.7447,1.7447,1.7447,1.7447,1.7447,1.7447,1.7447,1.7447,0.1159,-0.39187,-0.099761,-0.0092442,-0.21826,-0.31799,0.15758,-0.16203,-0.11351,-0.18594,-0.29187,0.18124,-0.40499,0.28275,0.065136,-0.38944,-0.034956,0.54855,-0.59922
2,0.40426,0.82428,-0.42797,-0.34574,0.46175,0.21184,0.39539,0.0091441,-0.1731,-0.10279,-0.07625,-0.39776,0.10333,0.081352,-0.03506,-0.070433,0.35983,0.2541,0.49463,0.15822,-0.30033,0.59897,-0.24359,-0.036671,-0.33939,-0.14257,-0.45614,0.040437,-0.24551,0.05526,0.17615,-0.038769,-0.088945,-0.06816,0.41054,0.080133,0.39408,0.57788,-0.13202,-0.29838,0.088076,-0.18196,0.11935,-0.079411,0.28274,0.36038,-0.28413,0.18411,-0.21921,0.20069,-0.36524,-0.2948,-0.030131,0.37338,-0.22499,-0.45924,-0.09593,-0.46781,-0.09004,-0.26963,-0.065168,0.025264,-0.33005,0.37156,0.17265,-0.0279,-0.20996,-0.28763,0.2742,0.22685,0.26559,-0.36096,-0.1317,0.0089182,0.13585,-0.077741,0.21492,0.5156,0.14698,-0.23561,0.58345,-0.63313,0.00066668,-0.51789,-0.21069,-0.17353,-0.10298,-1.7564,-1.7564,-1.7564,-1.7564,-1.7564,-1.7564,-1.7564,-1.7564,-1.7564,1.7837,1.7837,1.7837,1.7837,1.7837,1.7837,1.7837,1.7837,1.7837,1.7837,1.7837,1.7837,1.7837,1.7837,1.7837,1.7837,1.7837,1.7837,1.7837,-1.7564,-1.7564,-1.7564,-1.7564,-1.7564,-1.7564,-1.7564,-1.7564,-1.7564,-1.7564,-0.22791,-0.0026107,-0.48296
4,0.40258,0.061981,0.12652,-0.15751,-0.081666,0.32783,0.3168,0.01492,-0.12021,0.17368,0.14696,-0.089879,0.22664,-0.13969,-0.12454,-0.12263,0.38278,0.11781,-0.08561,-0.17685,-0.33471,-0.2958,-0.29744,0.57158,-0.014486,-0.10007,-0.066341,0.41832,-0.27612,0.17201,-0.31055,-0.23072,-1.6525,-1.6525,-1.6525,-1.6525,-1.6525,-1.6525,-1.6525,-1.6525,-1.6525,-1.6525,-1.6525,-1.6525,1.6005,1.6005,1.6005,1.6005,1.6005,1.6005,1.6005,1.6005,1.6005,1.6005,1.6005,1.6005,0.096956,0.54644,-0.077382,-0.037377,0.67939,0.4511,-0.22726,-0.045094,-0.21828,0.2806,-0.2573,-0.15795,0.44738,0.012771,-0.48982,0.26166,0.16729,0.11107,0.024159,-0.28074,0.031104,0.034848,0.27826,-0.11032,0.044447,-0.40055,0.37443,0.036701,0.086529,-0.47702,-0.17938,0.37972,-0.53972,-0.21957,0.12133,0.22476,0.0020068,0.052462,-0.10724,-0.31971,0.027187,-1.6525,-1.6525,-1.6525,-1.6525,-1.6525,-1.6525,-1.6525,-1.6525,-1.6525,-1.6525,-1.6525,1.6005,1.6005,1.6005,1.6005,1.6005,1.6005,1.6005,1.6005,1.6005,1.6005,1.6005,-0.027313,-0.1891,0.14035,-0.28774,0.051254,0.19396,0.15127,0.078008,0.022842
1,0.15811,-0.089369,-0.49464,-0.35313,-0.13,0.23509,-0.42928,0.73376,-0.26981,-0.43131,-0.16251,-0.25293,0.42638,0.43723,0.11533,0.13786,-0.27297,-0.20367,0.050454,-0.067017,-0.016231,0.039606,-0.35505,0.0065799,-0.12372,-0.30004,-0.72818,-0.1125,-0.40147,-0.030557,0.35933,-0.11069,0.48545,0.15395,0.53846,-0.18205,0.13231,0.067664,-0.12177,-0.2032,-0.83588,-0.15222,-0.17485,0.39683,0.64176,-0.38433,-0.19967,0.64249,0.40073,-0.15533,-0.3688,0.19397,-0.17546,-0.096146,-0.54648,0.060287,-0.05127,0.69806,0.043683,0.08625,-0.32129,0.37393,-0.26188,1.5633,1.5633,1.5633,1.5633,1.5633,1.5633,1.5633,1.5633,1.5633,1.5633,1.5633,1.5633,1.5633,1.5633,-1.6014,-1.6014,-1.6014,-1.6014,-1.6014,-1.6014,-1.6014,-1.6014,-1.6014,-1.6014,-1.6014,-1.6014,-1.6014,1.5633,1.5633,1.5633,1.5633,1.5633,1.5633,1.5633,1.5633,1.5633,1.5633,-1.6014,-1.6014,-1.6014,-1.6014,-1.6014,-1.6014,-1.6014,-1.6014,-1.6014,-1.6014,0.51817,0.59383,0.030706,0.20752,-0.2174,-0.20137,0.049178,-0.32191,0.51066,-0.48772,-0.056251,0.1511,-0.4726,-0.036582,0.036111,0.57189,-0.03452,0.42131
1,-0.044753,0.58763,-0.2431,0.3145,-0.31567,0.35764,0.24503,0.30039,-0.38706,0.069891,-0.71864,0.022611,-0.1775,-0.070851,0.55275,0.48245,-0.21712,-0.4202,0.05321,0.10283,-0.038387,0.17092,-0.3124,-0.13584,0.031023,0.60112,0.74921,0.12309,-0.032174,0.55245,-0.15274,-0.39808,-0.11846,0.084074,-0.47413,0.10574,-0.6714,-0.048104,0.77525,-0.32663,-0.86376,0.045271,-0.43366,-0.25773,0.10929,0.0049157,-0.10981,0.036414,0.15056,-0.66073,-0.1488,0.10134,0.10626,-0.088949,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,-1.6883,-1.6883,-1.6883,-1.6883,-1.6883,-1.6883,-1.6883,-1.6883,-0.1511,0.37686,0.28378,-0.10299,0.25268,0.35259,-0.025447,0.068182,-0.15941,-0.12036,0.15589,-0.16682,0.061418,0.52184,0.32351,-0.35342,-0.19234,0.1895,-0.053466,-0.30066,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,1.7046,-1.6883,-1.6883,-1.6883,-1.6883,-1.6883,-1.6883,-1.6883,-1.6883,-1.6883,-1.6883,-1.6883,-1.6883,-0.0086378,0.34041,0.00087308,-0.27677,-0.29905,-0.60133,-0.2873,-0.25089,-0.073799,-0.19491,-0.13983,-0.062207,-0.10676
4,-0.51399,-0.25694,0.79664,0.087405,0.15613,-0.094629,-0.86058,-0.16207,0.30612,-0.23511,-0.67348,0.12397,0.1374,-0.23889,0.51545,-0.057611,-0.72613,0.37555,0.21319,-0.65285,-0.60535,0.72299,-0.045342,0.19174,-0.46833,0.5871,-0.033109,-0.0035004,-0.59343,-0.46046,-0.18771,1.1845,-0.44664,0.36721,-0.45552,0.25289,0.18985,0.12773,0.14824,0.34659,-0.31963,0.36328,0.3315,-0.21639,-0.071839,0.49298,-0.29831,0.59177,-0.56484,0.51828,0.49011,-0.14299,0.51067,-0.22051,-0.21992,0.55441,-0.11534,-0.084856,-0.040663,0.39519,0.026558,0.016708,0.36132,0.38321,0.12124,-0.02077,-0.46297,-0.065294,0.091497,0.69857,-0.26178,0.067597,0.32167,0.031395,0.6683,-0.10548,-0.23861,0.050154,-0.23117,0.037574,0.14363,-0.061657,-1.6471,-1.6471,-1.6471,-1.6471,-1.6471,-1.6471,-1.6471,-1.6471,-1.6471,-1.6471,-1.6471,-1.6471,1.607,1.607,1.607,1.607,1.607,1.607,1.607,1.607,1.607,1.607,1.607,1.607,-0.50931,0.11889,-1.6471,-1.6471,-1.6471,-1.6471,-1.6471,-1.6471,-1.6471,-1.6471,-1.6471,-1.6471,1.607,1.607,1.607,1.607,1.607,1.607,1.607,1.607,1.607,0.29529
2,-0.098846,-0.25951,-0.34375,0.1888,0.43369,0.072041,-0.053599,0.55764,-0.38883,-0.35596,0.44345,-0.37203,0.74813,0.0066493,-1.558,-1.558,-1.558,-1.558,-1.558,-1.558,-1.558,-1.558,-1.558,-1.558,-1.558,-1.558,-1.558,1.5089,1.5089,1.5089,1.5089,1.5089,1.5089,1.5089,1.5089,1.5089,1.5089,1.5089,1.5089,1.5089,-0.057083,-0.1329,0.28126,-0.3495,0.47683,0.014545,0.39891,0.48237,0.15204,-0.071145,-0.53842,0.18802,0.061213,0.26978,-0.004871,0.13394,-0.72672,0.25984,0.17092,-0.3953,0.45102,0.050879,-0.019679,-0.77643,0.17414,0.50179,0.34476,0.45791,-0.25513,0.43587,0.42967,0.027304,-0.034219,-0.33553,0.061432,-0.2955,-0.24552,0.16489,-0.60451,-0.0112,-0.31181,-0.23496,1.5089,1.5089,1.5089,1.5089,1.5089,1.5089,1.5089,1.5089,1.5089,1.5089,1.5089,1.5089,-1.558,-1.558,-1.558,-1.558,-1.558,-1.558,-1.558,-1.558,-1.558,-1.558,-1.558,-1.558,0.60723,0.46273,0.060495,-0.05183,0.079572,0.36924,-0.075,-0.068739,-0.52166,0.48857,0.11377,-0.28382,-0.10809,-0.4803,0.61459,-0.091325,0.087116,-0.48223,-0.064078,-0.21253,0.26206,-0.64481
